year,geo_group,n,mean_NIG,mean_inc,mean_nw,mean_LIQ,mean_resources,mean_coh,nig_over_nw,nig_over_inc,nig_over_resources,nig_over_coh,share_w_resources_le0,share_w_coh_le0,share_w_nw_le0
2023,West Coast,2634,116945.49294381354,86790.86353383157,1099500.7494527996,127742.03685409787,1186291.6129866308,214532.90038792943,0.10636235855411201,1.3474401357722121,0.09858072978311741,0.5451168223258376,0.006937342638264188,0,0.05539181080047321
2023,Central,8355,123119.1913809263,89411.31825601541,821608.3861083022,113147.91672470196,911019.7043643175,202559.23498071736,0.14985142978408825,1.3769978318448861,0.13514437809754645,0.607818208795302,0.011507848160063307,7.95539264617921e-4,0.05359084281940675
2023,Oil Prairies,2612,147368.89137698128,128589.74842794103,752037.0398494262,117034.16892494906,880626.7882773672,245623.91735289007,0.19595961843380436,1.146039191915549,0.16734545591697936,0.5999777748241637,0.014141535404102606,0.002782051931120967,0.06520945096935044
2023,East Coast,2640,47822.5751848085,125539.76666002012,424016.7189688638,87291.93440696494,549556.4856288839,212831.70106698506,0.11278464514584433,0.38093567048215854,0.08702030898622336,0.22469667321672715,0.0143544680260267,3.572966145441908e-5,0.06058715201521706
