period,wealth_q,year0,year1,n,infl_cum,mean_IG,mean_IT,mean_NIG,mean_inc,nig_over_inc,mean_d_stk,mean_d_bus,mean_d_bnd,mean_d_liq,mean_d_dbt,mean_nw0
1999-2023,Q1,1999,2023,2730,0.6248113492303049,5295.0937019679295,11975.091786074054,-6679.998084106124,19165.931926214173,-0.34853500001059523,183.78924697100754,-144.18385796179226,29.525016319490003,-677.546957861385,5903.510254500609,-2310.9758001950772
1999-2023,Q2,1999,2023,3026,0.6248113492303049,14230.791366813071,19249.300885162054,-5018.509518348983,30808.18059543086,-0.16289535510880754,1052.2759972375184,338.59234876320977,208.17636648760777,-3821.233993813811,16452.980648138546,21888.33783109019
1999-2023,Q3,1999,2023,3230,0.6248113492303049,27516.061621079632,25177.999053247284,2338.062567832347,40296.96176976244,0.05802081509744873,3277.1122497857027,1462.9102462235096,563.5843081084125,-9633.807614274298,31846.262431236304,77385.02517170805
1999-2023,Q4,1999,2023,3100,0.6248113492303049,22299.101250684475,28743.720848194735,-6444.6195975102555,46003.83921259378,-0.14008873406691694,9369.245256129496,6171.272879901333,1527.3756128581767,-21516.109599533855,26747.31710132932,179131.00607950997
1999-2023,Q5,1999,2023,3847,0.6248113492303049,165165.6420109892,38046.66031565314,127118.98169533606,60893.036534183026,2.087578300089803,88560.25547342053,105842.06455775742,7653.739566319862,-63506.92349519942,26616.505908690804,656937.6188632454
